Chargrin Falls,3.0
Waxhaw,3.5555555555555554
Bradford West Gwillimbury,3.2
Morin-Heights,3.5714285714285716
Blue Mounds,3.0
Bradford,2.8823529411764706
Saint-Hubert,3.7083333333333335
Markham, ON,1.0
Canonsburg,3.298780487804878
L'ile-Bizard,4.666666666666667
Sheffield Village,3.1
Valleywide,5.0
Apache Junction,3.4814814814814814
Dublin,2.0
Edgewood,3.3333333333333335
Halton Hills,2.935483870967742
Etna,3.3076923076923075
Squirrel Hill,3.25
Hnederson,3.0
Hamilton,4.0
Saint-Hippolyte,3.3333333333333335
Copley,2.789473684210526
Puyallup,2.0
charlotte,4.25
L'assomption,4.0
montreal,3.0
Ste-Therese-de-Blainville,4.0
Laval,3.240506329113924
Brooklyn Heights,3.25
Montréal,3.4454263565891474
Davidson,3.5045871559633026
Las Vegas Nv,4.0
Sainte-thérèse,4.0
Savoy,3.3375
Las Vergas,5.0
Moon Twp,4.0
Mascouche,3.5
Pitcairn,4.0
Schomberg,3.3636363636363638
Pittsburgh,3.3709033912795667
Belle Vernon,3.0
Cornelius,3.5726315789473686
East Mc Keesport,3.0
Le Haut-Saint-Laurent Regional County Municipality,2.0
Grand Canyon,5.0
Geauga,4.0
Mc Adenville,3.0
Dane,4.142857142857143
Paradise Valley,3.7372262773722627
PEORIA,4.0
Church Cove,3.0
Sidney,3.75
Mc Kees Rocks,3.210526315789474
Charlotte ,1.0
Metro Phoenix,4.0
Murrysville,3.5089285714285716
Morgan,3.3333333333333335
Moreland Hills,4.0
Mcdonald,4.0
peoria,3.0
Richfield,3.391304347826087
Burlington,1.0
Orange,3.1538461538461537
Bradfordwoods,4.0
Goodyear,3.3341121495327104
Rock Hill SC,3.0
Bolton,3.066666666666667
Robinson,2.75
Northfield Center Township,3.6666666666666665
North Phoenix,5.0
Beachwood,3.196551724137931
Mentor On The Lake,3.5714285714285716
Pittsburg,3.0
Strip District,4.0
Indian Land,,3.0
York Regional Municipality,3.0
Division No. 6,2.75
Fox Chapel,4.0
River Drive Park,4.0
LasVegas,3.6666666666666665
Rougemont,5.0
Ingram,4.0
Ville Mont-Royal,4.0
Monona,3.3115942028985508
scottsdale,3.8333333333333335
Montréal (Québec),4.0
Medina Township,2.5
Oakland,3.2
Mount Lebanon,3.375
St-Jerome,2.75
Mesa,3.4144055254070054
Saint-Eustache,3.85
Temecula,5.0
Mayfield Heights (Cleveland),4.0
Elizabeth Township,3.0
St. Léonard,3.0
Phoeniix,3.0
Moon TWP,4.0
Valley City,3.588235294117647
New Glarus,4.0
Montreal,3.25974025974026
Upper St Clair,3.2857142857142856
Monticello,3.3513513513513513
Glbert,4.0
GASTONIA,4.0
Varennes,3.0
Sheffield,3.6666666666666665
Scottsdale,3.7267481330617787
Maple Grove,4.0
Reminderville,4.0
Caledon Village,3.0
Lake Norman,1.0
Toronto Scarborough,4.0
Mt. Lebanon,3.25
Cleveland Hghts.,3.0
Independence,3.0972222222222223
Henderson,3.5464949928469243
Downtown,3.0
NORTH YORK,2.0
McDonald,3.5
Sunnyslope,5.0
Huntsburg,4.666666666666667
Ste-Rose,4.0
Port Credit,4.4
Indian Land,3.223684210526316
Concord,3.163471241170535
Strongsville,3.2
King City,3.1904761904761907
Newbury,3.45
St-Jean-sur-Richelieu,4.0
Hendersonville,3.0
CLEVELAND,4.0
Shady Side,5.0
Decatur,2.0
Peoria,3.465104166666667
Orange Village,3.272727272727273
Denver,3.2413793103448274
Tolleson,3.114864864864865
Sainte-Thérèse,3.75
Elyria,3.0717703349282295
Brossard,3.146067415730337
St. Leonard,1.0
St Leonard,3.0
Huntingdon,4.0
McMurray,3.1914893617021276
Saint-Jerome,3.4
Lakewood,3.5730769230769233
Estrella Village,4.0
North Carolina,5.0
London,4.0
Cleveland Heights,3.4131455399061035
Nellis AFB,3.0588235294117645
Fort McDowell,2.8333333333333335
Woodmere,3.5901639344262297
Marshall,3.5
Thorncliffe Park,3.0
THORNHILL,2.0
White Oak,3.342857142857143
Perry,3.5714285714285716
Dollard-Des Ormeaux,2.6666666666666665
Elizabeth,3.4444444444444446
Boulder City,3.7777777777777777
Montville,5.0
las vegas,4.111111111111111
Wesley Chapel,3.5
Airdrie,2.940828402366864
Las vegas,3.8666666666666667
N. Olmsted,3.3333333333333335
CONCORD,3.3333333333333335
Regent Square,3.0
Belleville,3.3333333333333335
North Olmstead,3.3333333333333335
Allison Park,3.2061855670103094
University Ht,4.0
Youngtown,3.6818181818181817
Pheonix AZ,3.0
Bedford,2.991304347826087
Côte Saint-Luc,4.0
Pennsylvania,4.0
Norton,3.5454545454545454
Closter,5.0
Olmsted Falls,3.6458333333333335
Las Vegas ,4.0
Lowesville,3.6666666666666665
La Salle,3.875
Shadyside,3.8
Chatauguay,4.0
Schottsdale,3.0
Fountain Hills,3.615606936416185
Pleasant Hills,3.2432432432432434
Columbia Station,3.0
Zephyr,3.0
Wickliffe,3.232876712328767
Scotsdale,5.0
verdun,4.0
Ranlo,4.0
Beloeil,3.0
Nationwide,5.0
Fitchburg,3.282178217821782
Montréal-Nord,3.75
N. Las Vegas,2.8461538461538463
O'hara Township,5.0
Gibsonia,3.6052631578947367
Guadalupe,3.8461538461538463
Upper Saint Clair,3.6
East Credit,2.0
Avon,3.398268398268398
Summerlin,3.8333333333333335
West Mifflin,3.0821917808219177
Verdun,3.448051948051948
Grove City,4.0
Inglewood,3.0
Snowflake,1.0
Pickering,2.99388379204893
Broadlands,5.0
Monreoville,3.0
Mc Farland,3.25
Sun City West,3.4
Neville Island,2.6666666666666665
Warrensville,3.0
Cote Saint Luc,3.0
Rostraver,4.0
​Chandler,4.0
Chomedey, Laval,3.0
Saint-Pie,4.0
Cleveland,3.3358291735995564
Las Vegas,3.479690851520207
Deforest,2.3636363636363638
Grand River,3.0
Blainville,3.5833333333333335
Scottsale,5.0
Hyland Heights,3.0
Sun Praiie,2.0
North Ridgeville,3.3469387755102042
Mesa Arizona,5.0
Broadview Hts,3.6666666666666665
Oakwood village,5.0
McAdenville,3.6
Gelndale,3.0
Glendale,3.3614559819413095
Frazer,4.0
Streetsville,2.75
Ajax,3.0526315789473686
Greenway,5.0
Rillton,5.0
Los Vegas,1.0
Paw Creek,3.0
Homestead,3.25
Godmanchester,5.0
Fitchburgh,5.0
El Mirage,3.3577235772357725
North york,3.0
Mayfield Hts,3.6666666666666665
Sainte-Catherine,2.8
Urbana, Illinois,5.0
Sainte-Marthe,5.0
Locust,2.7857142857142856
Brentwood,3.1052631578947367
McFarland,3.6206896551724137
Mont-Royal,3.0625
Weston,2.25
Carnegie,3.398230088495575
Saintt-Bruno-de-Montarville,5.0
Central City,3.0
Piedmont,3.0
Litchfield park,5.0
Woodmere Village,2.6666666666666665
West Lake,3.0
Elrama,4.0
LaSalle,3.25
Montreal-West,2.75
St. Sauveur,3.0
Norval,2.0
Lachute,3.75
Char,4.0
St. Joseph,5.0
Terrebonne,3.611111111111111
Centre Island,4.0
Pittsburgh ,1.6666666666666667
Mcfarland,3.5
GLENDALE,4.0
Rock Hill,3.1538461538461537
Beachwood ,4.0
North  York,2.0
Lacolle,4.0
Oregon,3.4025974025974026
Median,3.0
Vieux-Montréal,5.0
Saint-Charles-Borromee,3.0
East Gwillimbury,3.142857142857143
Brecksville,3.426829268292683
Munroe Falls,3.5714285714285716
Olmsted Township,3.142857142857143
Tucson,4.0
Higley,2.923076923076923
North  Ridgeville,4.0
Chagrin Falls,3.649746192893401
Mc Donald,3.125
Moseley,4.0
Vegas,3.0
Willoughby Hills,3.0408163265306123
Boucherville,3.2941176470588234
Fort Mcdowell,3.25
Warrensville Heights,3.0
Vaughan,3.097826086956522
Kirkland,3.125
Troy Township,3.0
Spring Valley,3.2
Uxbridge,3.6363636363636362
charlottte,4.0
Cottage Grove,3.289473684210526
Rockey View,3.0
Bedford Heights,2.8461538461538463
Valley View,3.52
Cote-Saint-Luc,3.25
L'ile-Perrot,2.6666666666666665
Saint-Bruno-de-Montarville,3.5714285714285716
Tornto,2.0
Sainte-Adele,3.8
Agincourt,2.0
McKees Rocks,3.425925925925926
Henderston,4.0
Garfield Heights,3.1372549019607843
Sun Lakes,2.9375
Kettleby,1.6666666666666667
AVON,5.0
Philo,3.25
Newburgh Heights,4.0
MESA,3.4285714285714284
Apache Trail,3.0
Scottadale,5.0
Missisauga,2.8
Leslieville,4.0
Pincourt,2.0
DeForest,3.526315789473684
Indian land,3.0
Mc Murray,2.4615384615384617
INDIAN LAND,4.0
Quartier des Spectacles,4.0
Don Mills,4.0
Shaker Heights,3.4029850746268657
East Calgary,2.0
Sedona,3.0
Aurora,3.246498599439776
Caledon,3.411764705882353
Rocky River,3.4471544715447155
North Toronto,3.0
Tarentum,2.8035714285714284
Arnold,4.4
Goodwood,3.6666666666666665
Burton,3.6296296296296298
Braddock,3.5
Scarbrough,2.3333333333333335
Whiitby,2.0
Maricopa,1.0
Phoenix Valley,2.0
Sunrise Manor,3.0
Omaha,2.0
Parma mid birth,5.0
Silver Lake,4.0
Northfield Center,4.4
Newmarket,3.1473087818696883
Toronto-North York,1.0
Saint-Sauveur-des-Monts,2.6666666666666665
Dewey,2.0
Nellis Afb,3.25
NorthYork,3.0
Hemmingford,4.0
Lachine,3.2181818181818183
Down,3.0
L'Assomption,3.0
Las Vegas,,5.0
Medina,3.2578796561604584
Ville Saint Laurent,3.0
Bakerstown,4.0
Northyork,3.0
Rocky View No. 44,2.4
Lachenaie,3.6666666666666665
Mayfield Hts.,3.0
Woodbridge,2.9834710743801653
Saint-Jean-sur-Richelieu,3.78125
Chambly,3.5714285714285716
Pittsburch,2.0
Oakwood,2.8
Darlington,1.0
Whitney,4.0
Bois-des-Filion,3.75
boulder city,4.0
Spring Hill City View,4.0
The Promenade,4.0
Duquesne,2.857142857142857
Sainte-Anne-De-Bellevue,2.888888888888889
Phx,4.0
Cranberry Township,5.0
West Toronto,3.0
Streetsboro,3.1159420289855073
New Eagle,3.2
Richmond Heights,2.9285714285714284
Communauté-Urbaine-de-Montréal,4.0
Brunswick Hills,4.0
Blue Diamond,3.923076923076923
Monroe,3.0170454545454546
Thornhil,4.0
SUN PRAIRIE,5.0
Queen creek,3.0
Saint Laurent,3.0
Buena Vista,2.0
San Tan Valley,4.333333333333333
Fairlawn,3.2658227848101267
Avondale,3.230205278592375
San Diego,1.0
Saint Joseph,3.5
Ange-Gardien,1.0
Sun Prairie,3.3522267206477734
N Las Vegas,3.2222222222222223
Rio Verde,3.1666666666666665
East Mississauga,3.3333333333333335
Cuyahoga Fls,2.5
Auburn Twp,2.0
glendale,4.666666666666667
Bury,5.0
Arizona,5.0
West View,3.4705882352941178
Garrettsville,5.0
Las  Vegas,4.166666666666667
QUEEN CREEK,5.0
Saint-Jean-Sur-Richelieu,3.6666666666666665
HENDERSON,4.333333333333333
Las Vegas NV,4.0
East Gwilimbury,3.0
CARSON,5.0
Moon Twp.,3.0
Amherst,3.141509433962264
Austin,5.0
Eighty Four,3.6666666666666665
Etobiicoke,3.6666666666666665
Lasalle,3.1621621621621623
Las Vegas & Henderson,3.0
Mississauaga,5.0
Downsview,3.3333333333333335
Trafford,3.5294117647058822
Saint-Henri,3.0
East York,3.1790123456790123
Las Vegas, NV,4.333333333333333
Windsor,3.375
Middleburg Hts,3.857142857142857
Mont St-hilaire,4.0
Sainte-Geneviève,3.0
St-Bruno-de-Montarville,4.25
Buckeye,3.642857142857143
Eastlake,3.2
De Forest,3.2222222222222223
Stanley,3.2
MONROEVILLE,3.0
Phoenix AZ,3.0
Venise-en-Québec,3.0
Thornhill,3.0503778337531484
Westmount,3.2755102040816326
Sainte-Anne-de-Bellevue,3.4444444444444446
Plum Boro,2.6666666666666665
Middleton,3.3573407202216066
Tega Cay,3.28125
Desert Ridge,4.0
Bethel Park,3.353233830845771
Rocky river,3.0
Sainte-Julie,3.0
Mount Oliver,2.0
Tottenham,3.8
Joliette,3.7142857142857144
Concord Township,3.0
Antioch,2.0
Bellevue,3.5
Berry,4.0
NEWMARKET,1.0
Sewickley,3.6206896551724137
Mississaugua,4.0
DENVER,3.0
Montéal,3.0
Sandy Ridge,3.0
""110 Las Vegas"",5.0
Phoenix, AZ,3.3333333333333335
Thomasboro,3.0
East McKeesport,2.8333333333333335
Export,3.8333333333333335
North York,2.8922056384742953
Saint Leonard,3.0
Wilmerding,3.4166666666666665
Oakwood Village,3.230769230769231
Lavaltrie,2.0
Pointe-Claire,3.2135922330097086
Draper,2.0
Upper St. Clair,3.2857142857142856
Aliquippa,3.0
Mcmurray,3.111111111111111
Green Valley,4.0
Aspinwall,3.4210526315789473
Promenade,3.0
Milford,1.0
Moon,3.4
Avon Lake,3.3089430894308944
SURPRISE,4.0
Val-Morin,4.333333333333333
Centennial Hills,3.0
Bath,4.166666666666667
Central Henderson,3.0
Bond Head,2.0
Saint-Bernard de Lacolle,3.0
Chertsey,4.0
Cleveland Hts.,1.0
New York,4.0
Bainbridge,3.5
Wilkinsburg,3.4285714285714284
Champlain,2.3636363636363638
Toronto-Etobicoke,1.0
Grafton,3.0
Uptown,2.0
Imperial,3.4545454545454546
Sage Hill,2.0
Ross,4.0
Warrensville Hts,3.0
Paoli,4.25
Springdale,3.7142857142857144
Barberton,5.0
Homer,4.4
kirtland,3.0
Seven Hills,3.342857142857143
Northfield,3.369565217391304
Fairport Harbor,3.857142857142857
Hampstead,2.0
Saint-Marc-sur-Richelieu,4.0
Calgary,3.158071603980871
Tallmadge,2.9444444444444446
Phoenix Metro Area,5.0
Sainte-Therese,2.5
Lagrange,3.6666666666666665
Kleinburg,3.2
Ahwatukee,3.6
Black Rock City,5.0
Saint-Leonard,2.8484848484848486
Tuscola,4.333333333333333
Wellington,4.0
Fort  Mill,3.0
Baie-d'Urfe,3.0
Montreal-Quest,2.0
Mooers,5.0
Gifford,3.0
Warrenville,2.0
Old Scottsdale,3.0
Indianola,4.0
Cuyohoga Falls,4.0
Cooksville,1.3333333333333333
Blawnox,3.5714285714285716
Harrisburg,3.3548387096774195
Bridgeville,3.1979166666666665
Markham,3.0452744765138653
Wadsworth,3.037037037037037
Greenfield Park,2.619047619047619
Glenshaw,3.3846153846153846
Belmont,3.298136645962733
Clover,2.872340425531915
SW Calgary,3.0
Willowick,3.2142857142857144
Montréal-Est,4.0
Green Tree,4.0
Presto,3.6666666666666665
Clinton,5.0
Wilkens Township,2.0
S Concord,3.0
Sun CIty,5.0
Stoughton,3.456896551724138
etobicoke,1.0
Point-Claire,5.0
Mississagua,2.0
Bellvue,3.6666666666666665
cave creek,4.0
Sturgeon,3.3333333333333335
Sunrise,2.0
markham,1.0
Madison,3.3825464949928468
Saint-Philippe,3.6666666666666665
Oldham,4.0
North Randall,2.7
CAVE CREEK,5.0
Blakeney,4.0
Concord Mills,3.2
Chesterland,3.514705882352941
St-Leonard,2.8333333333333335
Notre-Dame-de-l'Ile-Perrot,4.0
Cramerton,3.6923076923076925
Saint-Hyacinthe,3.75
Saint-Léonard,3.0
Stow,3.1404255319148935
Lakewood, Oh,5.0
Rantoul,2.9215686274509802
Canonsburd,1.0
Brampton,2.9641076769690926
Brook Park,2.9285714285714284
Peters Township,3.3333333333333335
Beauharnois,3.3333333333333335
North Las Vegas ,3.0
South Las Vegas,3.6
Glendale Az,3.0
Milton,2.8
Gates Mills,3.6
Murrysville (Monroeville),4.0
Avon lake,3.0
Gilbert,3.6159399364712677
Warrensville Hts.,3.0
N. Ridgeville,2.0
Saint-Pierre-de-Véronne-à-Pike-River,5.0
Banksville,4.0
Highland Hills,1.75
Hampton Township,3.7142857142857144
Oberlin,2.8333333333333335
Outremont,3.6153846153846154
Las Vegas Nevada,1.0
Parma Heights,3.0285714285714285
Lake Las Vegas,2.0
Stallings,3.4782608695652173
North Olmsted,3.1284634760705288
Unionville,3.18
Fairview Park,3.411214953271028
Township of Concord,4.0
Spartanburg,1.0
Monongahela,2.9411764705882355
West Montréal,4.0
Oka,4.285714285714286
Villa Grove,4.0
Scarborough,2.948369565217391
GILBERT,4.0
Joliet,3.0
Saint-Bernard-de-Lacolle,2.75
Twinsburgh,5.0
Monterey Park,3.0
Saint-Basile-le-Grand,3.0
Cleveland Heigh,2.0
Sharon,4.0
Erie,2.3333333333333335
Alburg,5.0
Waunakee,3.3333333333333335
Garfield Hts,3.3333333333333335
Saint-Laurent,2.9051094890510947
Las Vegas Valley,5.0
Rosemère,3.210526315789474
South Russell,5.0
Central,2.0
La Vegas,2.0
MACEDONIA,4.0
Toronto,3.209446236843497
Richmond Hts,4.0
Library,3.0
East Pittsburgh,3.4285714285714284
Gormley,3.1666666666666665
Glassport,3.7142857142857144
SCARBOROUGH,4.0
Matthews,3.3453333333333335
Huntington Beach,5.0
Valencia,5.0
Ivesdale,4.0
Phoneix,4.0
Farnham,4.666666666666667
Delson,3.375
Rawdon,4.0
Oakridges,3.0
McCandless,3.857142857142857
Cuyahoga Falls,3.219718309859155
Rural Ridge,5.0
Vaudreuil,3.6666666666666665
Saint-Basile-Le-Grand,3.0
North Scottsdale,4.0
Richmond Height,2.0
La Prairie,4.0
Macedonia,2.98
Notre-Dame-De-L'ile-Perrot,2.0
Finleyville,3.6818181818181817
Balzac,2.6666666666666665
Lake Wylie,3.425925925925926
Belœil,5.0
Vaughn,4.0
Medicine Hat,3.0
Mentor,3.105708245243129
Ste-Dorothée,3.0
Scottsdale, AZ,5.0
Fisher,4.0
Hinckley,3.4
Cleveland, OH,3.0
Salaberry-De-Valleyfield,4.0
W Spring Valley,3.0
Mayfield Heights.,3.0
Peninsula,3.8
C Las Vegas,3.0
Crouse,5.0
Shaker Hts,2.3333333333333335
Leetsdale,3.142857142857143
Montral,3.3333333333333335
Suncity,5.0
Somerton,4.0
Pointe Claire,2.75
Lake Park,3.0
Highland Park,2.0
St.Pittsburgh,2.0
Whtiby,4.0
Yorkville,3.0
Surprise,3.454308093994778
Rainbow Valley,5.0
Saint-laurent,4.0
Nottingham Township,5.0
Waterloo,2.0
Bentleyville,5.0
Rexdale,2.3333333333333335
Lowell,3.2666666666666666
North Las Vegas,3.2265978050355066
Herminie,3.5
Concord Twp,4.333333333333333
Richmonhill,4.0
Brookline,3.0
Leeds,4.0
Black Earth,3.8
Cote Saint-Luc,2.875
N Solon,3.0
Dravosburg,2.909090909090909
PHOENIX,3.0
Pepperpike,3.0
NORTH LAS VEGAS,4.0
Pheonix,4.0
TORONTO,1.6666666666666667
Middleburg,2.0
Highland Heights,3.41025641025641
Farmington,4.0
Southeast Calgary,3.25
Penn Hills,3.088235294117647
South Park,3.25
Emsworth,4.25
Bedford Hts,4.0
Harmarville,3.0
Cranberry Twp,1.0
Richmond Hil,3.0
Chateau,5.0
Westworld Scottsdale,3.0
North Olmsted,,5.0
Harrison City,3.25
Heidelberg,3.5384615384615383
MATTHEWS,2.0
Auburn,5.0
Holland Landing,2.8
West Homestead,3.4
Walton Hills,3.5
Chestermere,2.875
W Henderson,2.0
Ogden,3.5714285714285716
Alburgh,3.0
Beeton,4.166666666666667
Cave Creek,3.7568238213399505
Cheswick,3.1666666666666665
Sainte-Dorothée,2.0
Les Coteaux,5.0
St-Lazare,4.0
Mt. Horeb,5.0
Urbana,3.233009708737864
Dormont,4.111111111111111
Queensville,2.0
Mint Hill,3.315315315315315
Stouffville,2.9508196721311477
Anthem,3.740740740740741
Pepper Pike,3.55
King,3.3333333333333335
Dollard-Des-Ormeaux,2.896551724137931
Bratenahl,3.75
South Amherst,4.0
West Elizabeth,4.0
Paradise,3.2
Phoenix,3.4344860659668566
Saint-Roch-de-l'Achigan,4.0
Pgh Int Arprt,3.0
North Huntingdon,3.3333333333333335
North Huntington,2.3333333333333335
Hudson,3.392156862745098
Woodbridge (Vaughan),4.0
Central Oakland,3.0
CAREFREE,4.0
Wildwood,3.25
Montreal-Est,4.0
Malton,2.3333333333333335
Side Slopes,3.0
Mesa AZ,3.0
Lyndhurst,3.2436974789915967
Nellis,3.0
Oshawa,2.0
Sainte-Thérèse-de-Blainville,4.0
LaGrange,2.8
Laveen Village,3.625
Saint-Lazare,3.3333333333333335
Twinsburg,3.2595419847328246
toronto,4.0
Scotesdale,5.0
Boston,4.0
Yorkdale,2.0
Prévost,3.3333333333333335
Bedford Hts.,3.0
South Euclid,3.1375
Stetson Valley,3.0
Ahwahtukee,5.0
Perry Twp,3.0
Sale,4.0
Saint-Sauveur,3.2941176470588234
Salaberry-de-Valleyfield,4.0
RIchmond Hill,2.0
Edgemont,5.0
Downtown Toronto,2.8
Old Town Scottsdale,4.333333333333333
Montrose,3.0
Marvin,4.5
Verona,3.6231155778894473
Akron,3.2124463519313307
Midway,2.0
Mississauga,2.9900417603597815
Mayfield Village,2.727272727272727
Lynhurst,5.0
Chandler-Gilbert,5.0
Otterburn Park,4.0
Auburn Township,4.0
Beaconsfield,3.8333333333333335
Ingomar,4.0
Fort Mill,3.371019108280255
Mckeesport,3.3333333333333335
Avalon,4.0
Hendserson,4.0
Anjou,3.0
Las Vegas East,4.0
Whitby,3.104693140794224
Irwin,3.2
Sainte-Marguerite-Esterel,3.0
south Euclid,5.0
Broadview Heights,3.2521008403361344
Beltline,5.0
Whitchurch-Stouffville,3.2708333333333335
Allegheny,5.0
Côte-Saint-Luc,5.0
Ashburn,3.3333333333333335
Nellis Air Force Base,3.4
GIlbert,5.0
Regional Municipality of York,4.0
Etibicoke,2.0
Waddell,3.6
Clarkson,2.25
Phoenix,,4.0
Carefree,3.7524752475247523
Maple Heights,2.8867924528301887
Sauk City,3.6666666666666665
Summerlin South,3.3333333333333335
Maple,3.05
Montgomery,4.0
Montreal-Ouest,4.0
Mentor On the,3.4285714285714284
Etobicoke,3.0163727959697733
Lower Burrell,2.9565217391304346
Rockyview,1.6666666666666667
Northeast Calgary,5.0
Sacramento,1.0
Saint-Isidore-de-Laprairie,3.0
Fort mill,3.3333333333333335
Sainte-Adèle,3.6666666666666665
Noyan,4.333333333333333
Henderson Nevada,5.0
N E Las Vegas,4.0
Repentigny,4.25
Sainte-Madeleine,4.0
Caledon East,3.2
calgary,4.0
Dollard-des-Ormeaux,3.1818181818181817
Etobicoke,,1.0
York,3.0854700854700856
TEMPE,3.3333333333333335
Chattanooga,5.0
Vimont,3.2857142857142856
Enterprise,3.0
Mont-Saint-Hilaire,3.5
Monoroeville,2.6666666666666665
FORT MILL,4.0
Mississauge,4.0
Oak Ridges,3.6666666666666665
Sainte-Genevieve,3.2
Northwest Calgary,2.5
North Versailles,2.96875
Sagamore Hills,3.3
St-Laurent,4.0
Shaler Township,4.0
Sainte-Marguerite-du-Lac-Masson,4.0
Mccandless Township,4.0
Sainte-Marguerite-du-lac-Masson,5.0
Fountain Hls,4.0
Montrèal,3.0
Lawrenceville,4.0
Henderson (Green Valley),2.0
Wilkins Township,3.0
Ormstown,4.0
Mercier,4.333333333333333
Mahomet,3.488372093023256
Richland Township,4.0
N Ridgeville,1.75
Morgan Hill,4.0
Rankin,2.3333333333333335
South Charlotte,5.0
Mount Washington,4.0
Lorain,3.1403508771929824
tempe,4.0
Catawba Springs,3.0
De l'Eglise,1.0
Mt. Washington,4.0
Kirtland,3.789473684210526
Phoniex,4.0
Midnapore,3.0
Munhall,3.1875
Mt. Holly,2.6666666666666665
springdale,4.0
Ravenna,3.8
Bloomfield,4.0
Phoenix ,1.0
North Royalton,3.3417721518987342
N W Las Vegas,2.0
Robinson Twp.,4.0
Bainbridge Township,2.0
Henderson and Las vegas,4.0
Forest Hills,2.0
Lindale,3.0
Saint-Lambert,3.608695652173913
Lawrence,4.0
Baldwin,3.3333333333333335
Middlefield,3.3793103448275863
Cross Plains,3.48
Brookpark,2.764705882352941
Tremont,3.3333333333333335
Russellton,3.8
ETOBICOKE,3.0
Tampa,2.0
Berea,3.1721311475409837
Vaughan Mills,3.0
Buckeye - Shaker,3.0
Port Vue,4.0
Union,5.0
Cave Creek Road,5.0
East Ajax,3.0
Sainte-Anne-des-Plaines,3.3333333333333335
South Hills,3.6666666666666665
Old Brooklyn,5.0
Mentor-on-the-Lake,3.2
LAVEEN,4.0
Schaumburg,1.0
Mentor-On-The-Lake,3.0
Dallas,3.2413793103448274
Novelty,4.333333333333333
Russell Twp,4.0
Saint-Jérôme,3.526315789473684
Suprise,3.0
East Mesa,5.0
Lancaster,4.5
Tolono,3.0
Harrisburg,,3.0
Chateauguay,3.0
Solon,3.187793427230047
Creighton,3.25
Pickering Ajax Whitby,3.0
CALGARY,5.0
Sun City,3.2972972972972974
Sheffield Lake,3.3333333333333335
Saint - Hyacinthe,4.0
Penn Hills Township,3.0
Arrowhead,3.0
Mt Holly,1.3333333333333333
PARMA HEIGHTS,4.0
Mayfield Heights,3.085889570552147
Ben Avon,4.0
Tempe ,5.0
Pointe-Calumet,3.0
Los Angeles,4.0
Cuddy,3.3333333333333335
Castle Shannon,2.875
Evergreen,3.0
Scarobrough,4.0
Pahrump,4.0
North Strabane Township,2.0
Pierrefonds,3.0392156862745097
Harwick,4.0
North Braddock,3.0
Deux-Montagnes,4.0
surprise,4.0
Québec,2.0
