L3S 4K7,(29.235766666666667,-52.836166666666664)
M2P 2A8,(21.87325,-39.7033)
H9W 6G7,(22.71625,-36.92385)
T2G 3G7,(25.51715,-57.0185)
J7V 8P9,(30.2717,-49.3551)
H2P 2M7,(22.77035,-36.81865)
M2N 6V1,(21.88675,-39.70705)
T2X 0M5,(43.63204285714286,-97.76442857142857)
M2N 2J1,(21.88835,-39.714)
H9B 2K4,(22.74425,-36.9002)
M3B 1Y6,(41.019725,-74.39026875000002)
L5G 1G6,(21.77925,-39.7891)
L3R 9P6,(29.2389,-52.888666666666666)
H3S 2A1,(22.7505,-36.81635)
L6E 1H4,(21.95285,-39.6342)
M9A 1B2,(38.193,-69.58705)
H3S 1R9,(22.7502,-36.81615)
H9X 1M3,(34.053125,-55.4648)
L7C 2C3,(21.9002,-39.9578)
L6T 3L9,(21.8611,-39.84935)
""89135"",(36.081532965009195,-115.11755248618799)
M4Y 1J1,(21.8333,-39.6887)
H8T 2Y3,(22.7299,-36.85995)
H3A 2J2,(30.33796666666667,-49.04573333333334)
L3Y 8T8,(22.0401,-39.7174)
L3Z 1R8,(22.0568,-39.78345)
M5P 2H8,(21.8524,-39.70315)
L4L 9P1,(37.54994285714286,-68.18731428571428)
L5N 1L8,(21.79475,-39.86945)
T3E 2J6,(34.01733333333333,-76.08533333333334)
L4Y 4C8,(21.79835,-39.7914)
H2W 1M1,(22.75825,-36.78755)
T2B 2M9,(25.51495,-56.991)
H3K 1B9,(22.73965,-36.78685)
L0P 1K0,(34.91083999999999,-63.876)
H4S 2E6,(22.7399,-36.8645)
M4B 2K4,(21.85415,-39.64815)
L3R 5Y3,(40.89926666666667,-74.03708666666667)
M4P 1T4,(21.85485,-39.69925)
L3R 2H1,(21.9346,-39.6563)
H2G 2M8,(30.364233333333335,-49.062599999999996)
H3L 1V4,(22.772,-36.8338)
H4A 1T2,(30.3175,-49.071266666666666)
L1V 6M4,(32.881575,-59.3287)
M4T 2V7,(21.84395,-39.6968)
T2G 5A7,(25.5074,-57.031)
T2M 2R5,(25.53295,-57.032)
J4B 0B2,(22.79505,-36.71525)
H3T 1M5,(22.74745,-36.8119)
L0B,(22.0046,-39.52375)
M5B 0A1,(36.3807,-66.15053333333333)
M5R 1X3,(21.83745,-39.7064)
H2K 2H3,(36.41826,-58.84156)
M5A 2L3,(29.10966666666667,-52.91193333333333)
L7A 2L4,(21.85285,-39.9174)
L9Y 1H5,(21.974,-39.7272)
H4X 2A5,(34.093999999999994,-55.245725)
T2G 1A1,(34.02753333333334,-76.042)
L3P 7N2,(29.2503,-52.853833333333334)
L4L 8C1,(21.9011,-39.7737)
T3B 1S7,(25.54215,-57.092)
L3R 2E2,(21.9264,-39.6532)
M5C 2G2,(32.73875,-59.5312)
H4G 1N2,(30.3049,-49.048)
L3Y 3Y6,(22.0283,-39.73015)
M6R 3A9,(32.7412,-59.589524999999995)
H2G 2W8,(22.7705,-36.7961)
H9X 1L8,(40.862939999999995,-66.5562)
L1V 4H7,(40.71416428571428,-73.42321428571428)
H8R 1E8,(22.72155,-36.8243)
T2K 6J5,(25.5488,-57.027)
L6R 1H5,(21.88015,-39.8649)
M9W 2P1,(29.150666666666666,-53.032199999999996)
H2S 3B6,(22.7672,-36.80775)
H3R 2G4,(34.127224999999996,-55.233599999999996)
M4S 1Z5,(21.8492,-39.6984)
T2T 3T1,(38.27815,-85.57124999999999)
L4X 2X2,(29.084833333333336,-53.04356666666666)
T1Y 1A2,(34.05243333333333,-76.0)
M5N 2E1,(21.853,-39.70485)
M1K 1E3,(29.141000000000002,-52.84213333333333)
H2P 1V9,(36.43636,-58.901599999999995)
H2J 2M1,(22.76405,-36.7958)
J0N 1M0,(30.355733333333333,-49.33606666666666)
M5V 2Y5,(21.8219,-39.6959)
M1V 2K1,(21.90865,-39.6521)
""89142"",(35.80405047619047,-113.95033333333342)
H4C 3L8,(22.73935,-36.7876)
L5R 3Z2,(21.80495,-39.84595)
T2E 2T1,(25.53495,-57.031)
M4K 3V3,(32.7641,-59.5103)
M2M 0A3,(21.8897,-39.70875)
T2E 8A2,(25.5601,-57.0215)
M5T 3A4,(34.9198,-63.51786)
H8T 3G6,(36.3525,-58.95426)
J4H 1M6,(22.768,-36.75415)
M9R 1H5,(29.122133333333334,-53.04346666666667)
H1N 1E1,(22.7923,-36.7709)
M4M 2Y9,(29.1084,-52.8894)
M1L 4P2,(29.123633333333334,-52.879333333333335)
L5N 8G6,(38.1498875,-69.80566250000001)
L1T 0J9,(32.92355,-59.271649999999994)
T2H 0E7,(38.25385,-85.55024999999999)
H3G 2B2,(43.222845,-69.89769499999997)
M1K 2R5,(36.44625,-66.04611666666666)
M5V 4A5,(21.82025,-39.69855)
L1V 1A9,(32.866625,-59.33375000000001)
M9L 1E8,(21.8794,-39.7849)
M2N 5N4,(38.9013,-70.58787777777778)
M6S 1N7,(38.194525,-69.5424625)
M1L 4J2,(21.86385,-39.64135)
H2E 1V4,(22.7753,-36.8025)
L1S 7P9,(21.9209,-39.518)
L4J 9J5,(21.91645,-39.73725)
""85045"",(31.720004761904754,-106.73785714285717)
T2H 0M1,(47.343692857142855,-105.92385714285716)
T2E 6V1,(38.323875,-85.53025)
M6N 4Z5,(32.7506,-59.61580000000001)
L4K 1P6,(21.8971,-39.7502)
J3V 6H1,(30.33406666666666,-48.91706666666666)
M1V 3G6,(21.9077,-39.64635)
T2V 0L8,(44.6002875,-99.854375)
T3C 3B7,(25.5241,-57.0685)
H3A 2Y7,(22.75155,-36.78785)
J0K 3H0,(22.93905,-36.77225)
L3R 9S1,(35.07872,-63.488339999999994)
L3P 3A9,(21.9373,-39.62885)
M9A 1A9,(32.739599999999996,-59.6442)
""89106"",(36.09706239837402,-114.9310000000001)
T2W 3E5,(42.460950000000004,-95.09683333333334)
M3C 1K7,(21.86365,-39.66285)
L3R 8X5,(21.9356,-39.6714)
H4C 1A5,(22.7424,-36.79065)
L6V 1P9,(21.84945,-39.88835)
M4J 2S4,(29.129033333333336,-52.89986666666667)
H9H 2A4,(36.385000000000005,-59.07356)
H1Z 4P1,(22.7857,-36.8016)
L1N 1W9,(21.93935,-39.471)
H2Y 4B5,(22.74945,-36.77695)
L4J 1W6,(21.91395,-39.71385)
M5V 1B7,(32.727525,-59.55015)
M6G 1Z5,(21.8353,-39.71305)
M2N 4X9,(21.88225,-39.7001)
L3R 1B8,(21.91145,-39.67225)
M9L 2W5,(21.8782,-39.7685)
M6B 4B3,(34.95892,-63.57036000000001)
M5R 3G4,(29.1129,-52.94173333333333)
L4H 0K9,(29.182666666666666,-53.08353333333334)
M1S 3M1,(21.90225,-39.64385)
""89117"",(36.11964462093857,-115.19415306859246)
L4E 1A1,(21.97165,-39.72745)
J3E 2T4,(22.7881,-36.6641)
M9N,(36.40116666666666,-66.21658333333333)
T3B 5L4,(25.54955,-57.1275)
H1W 1P7,(30.3618,-49.03073333333333)
H2K 1W5,(22.76645,-36.77645)
T2P 2B4,(25.52335,-57.042)
M4P 1A1,(34.96658,-63.51804)
T1Y 7J9,(38.31695,-85.5)
H3K 1H7,(34.111200000000004,-55.17315000000001)
H3R 2H7,(22.75145,-36.8225)
M1T 3K4,(29.186233333333334,-52.87093333333333)
M6M 2V8,(21.85245,-39.7364)
M8W 1M8,(34.87722,-63.619659999999996)
L4L 6A7,(21.89345,-39.7777)
H2T 2W7,(22.76125,-36.7978)
""85331"",(33.71242736077481,-111.6926561743342)
T3G 2R2,(42.6035,-95.17066666666666)
L5K 2T2,(21.76225,-39.8254)
L3T 7P6,(40.918173333333336,-74.09967999999999)
M6K 1Y4,(29.091433333333338,-52.94773333333333)
H2J 2H2,(34.1421,-55.182975)
M6E 3R9,(21.84515,-39.7239)
L4W 4N5,(21.81545,-39.8218)
M1N 4C3,(34.95,-63.429019999999994)
T2M 0L1,(43.771928571428575,-97.79285714285713)
H2Y 0A2,(22.7509,-36.7799)
L6G 0E4,(29.20823333333333,-52.97683333333333)
M4J 1L4,(21.83955,-39.6713)
M9W 1Z2,(21.8586,-39.79015)
J7V 6X3,(22.70185,-37.0107)
L4K 1A3,(21.894,-39.7611)
""44233"",(39.27805714285714,-77.85960952380951)
H9S 5W2,(36.358,-59.00073999999999)
M5T 1R9,(40.539471428571424,-73.73000714285715)
M1E 2M4,(29.172633333333334,-52.7986)
M1H 2V8,(21.888,-39.6199)
L4G 4C4,(22.0018,-39.7287)
L4C 7A5,(21.9267,-39.71555)
L4G 1N2,(36.658300000000004,-66.22158333333333)
M1B 2G1,(21.9038,-39.61725)
M5A 2R3,(32.740475,-59.52675)
H2X 3L7,(42.840623529411765,-69.24297058823528)
L9N 0J1,(22.03675,-39.74225)
T1Y 4W5,(25.5464,-56.983)
L5C 4P6,(29.042766666666665,-53.0907)
T3A 4K9,(25.5641,-57.069)
M5H 4G5,(21.82475,-39.68995)
T1Y 6R8,(25.5374,-57.0)
L3R 9W9,(29.239866666666668,-52.90753333333333)
M6E 2H2,(29.131333333333334,-52.963166666666666)
H7V 2T5,(22.7689,-36.8711)
H2G 1N4,(30.366066666666665,-49.06120000000001)
M9P 3T1,(21.85515,-39.77335)
M5C 2A4,(21.8256,-39.6888)
M1T 3H1,(35.028859999999995,-63.433919999999986)
L3R 1A5,(32.86687499999999,-59.513425)
M3N 2K1,(21.8785,-39.75875)
H2Y 2B3,(30.334999999999997,-49.03653333333333)
H4C 3N8,(22.73485,-36.7938)
L6W 4N7,(21.844,-39.8646)
M1L 1C4,(21.84665,-39.64)
L6H 0E9,(37.283814285714286,-68.32004285714285)
M5H 1K4,(32.735524999999996,-59.540275)
H9H 3B6,(34.084375,-55.38977500000001)
H4G 1W5,(34.094875,-55.175375)
M1R 4E9,(29.1761,-52.861700000000006)
M4K 1P3,(41.10851176470589,-74.68341176470588)
M9L 1P9,(29.17786666666667,-53.03253333333333)
""28228"",(17.6182,-40.45695)
T2M 2W4,(25.5337,-57.0335)
H2X 2Y3,(22.7575,-36.78585)
T2G 3M5,(33.9298,-75.96266666666666)
T3A 2N2,(25.5488,-57.073)
H2Z 1A8,(30.336,-49.043933333333335)
T2J 2Y1,(38.220325,-85.53450000000001)
T3B 0N1,(42.56021666666667,-95.13583333333332)
M6C 3P9,(21.84565,-39.7177)
T3J 3Z4,(40.89204,-91.202)
L3P 7R2,(36.57671666666666,-66.05436666666667)
L6R 0C1,(29.171733333333332,-53.174233333333326)
T2G 5T4,(25.5078,-57.0245)
H4A 1W1,(36.3783,-58.889359999999996)
M4S 2B8,(38.2423875,-69.473525)
M1M 3H8,(21.86315,-39.6238)
M3J 2H2,(29.182433333333336,-52.98156666666667)
M6E 3T1,(29.132166666666667,-52.9677)
H3G 1L3,(39.8100375,-64.38318749999999)
T3J 3K9,(47.44770714285715,-105.82107142857144)
M6C 2S3,(21.84365,-39.71225)
T2N 3P1,(40.842020000000005,-91.2696)
M5V 1Z5,(21.8252,-39.6938)
M2N 0E6,(32.832425,-59.560825)
T2R 1S6,(34.0289,-76.05766666666666)
M5V 0A5,(21.8237,-39.6961)
L4Y 2B1,(32.7135,-59.696175)
M4L 1G9,(21.83415,-39.6543)
H3T 2A6,(22.7491,-36.81365)
""29720"",(26.194825,-60.61874999999999)
T2H 1J1,(25.5037,-57.0305)
T2V 1K4,(25.49,-57.0415)
M6H 4B1,(40.29823846153847,-73.32502307692309)
""15015"",(20.319,-40.04065)
M1V 4C5,(21.9121,-39.62505)
H7T 1H8,(30.373266666666666,-49.16303333333334)
M2N 2H9,(21.8886,-39.71355)
L6H 7S8,(28.988,-53.14406666666667)
L4K 5C3,(41.05211875,-74.56123125)
H8R 1V9,(22.7177,-36.82135)
M9A 1B8,(21.82425,-39.76445)
M3H 5R9,(29.176366666666667,-52.97763333333333)
L5J 1K9,(21.75185,-39.8193)
H3X 2C6,(30.3194,-49.08416666666667)
M5C 2B3,(21.8262,-39.6889)
T2L 2K7,(25.518,-56.995)
H2X 2T6,(43.823207407407395,-70.84527777777778)
H2H 1K6,(34.152875,-55.177725)
M6K 3J3,(21.81865,-39.7122)
M5J 2Z2,(21.8216,-39.69115)
T3E 7V3,(44.6579,-99.85324999999997)
L5E 1H1,(21.7866,-39.78)
M1V 5C8,(21.9135,-39.6261)
M6A 2C1,(21.8636,-39.7157)
M1L 4B2,(21.86,-39.64205)
M5H 2R2,(39.28535,-71.44263)
T1Y 1A4,(25.5378,-56.9995)
M4G 3E8,(21.85895,-39.68885)
H4G 1G5,(22.7276,-36.788)
M9M 2V9,(21.87415,-39.7708)
""61878"",(20.12415,-44.092)
M9P 3B5,(21.84585,-39.766)
L4B 4K1,(35.07276,-63.53796)
""89126"",(18.075,-57.605)
L6A 0J9,(21.9185,-39.76675)
T2E 8B7,(25.53625,-57.0035)
M3K 1E5,(29.15386666666667,-52.97823333333334)
L6H 6M3,(36.23811666666666,-66.43415)
""28303"",(17.6642,-40.36935)
L5M 5P5,(32.668549999999996,-59.7874)
H2J 1R3,(22.76555,-36.79075)
L4G 0H5,(40.34515833333333,-72.79841666666665)
L5B 4J3,(21.78555,-39.81385)
H1S 1N1,(30.397133333333333,-49.04703333333333)
H2V 4G5,(30.346500000000002,-49.06446666666667)
L4L 1S6,(37.52890000000001,-68.20678571428572)
M3I 1A5,(21.86395,-39.7559)
M6J 3A1,(29.099633333333333,-52.94706666666667)
M1V 5C2,(21.91525,-39.6379)
M9B 3P5,(29.093100000000003,-53.02583333333333)
M8X 2X3,(36.37105,-66.26895)
J4T 2G5,(30.324333333333332,-48.97866666666667)
T1X 1A1,(34.034533333333336,-75.87733333333334)
M4W 1B7,(37.43241428571429,-68.04314285714285)
T2G 5J2,(34.030366666666666,-76.04166666666667)
L5N 0A2,(38.148975,-69.8109875)
L4J 8C1,(21.9016,-39.7262)
L6A 1S1,(39.47228,-71.58915999999999)
T2C 4S8,(25.4893,-56.9945)
M4Y 1S2,(21.8344,-39.69195)
T2H 0H8,(25.50045,-57.0345)
""89108"",(36.13865830449828,-115.02828373702434)
L9N 1H2,(22.05255,-39.75305)
L4V 1V5,(32.787025,-59.71885)
M6J 1H8,(37.40885714285714,-68.07591428571429)
M5G 2C8,(41.47748999999999,-75.415275)
M4W 2L6,(40.31874615384616,-73.28341538461538)
M4K 3H9,(34.93509999999999,-63.4736)
H2Y 3S5,(22.75285,-36.7782)
T4B 3V7,(25.64455,-57.0115)
M5A 0B5,(32.73265,-59.52475)
M2M 3V7,(38.3144,-69.49018749999999)
M6R 1V6,(21.82575,-39.7258)
T3L 2P7,(34.104000000000006,-76.187)
H3K 2W7,(34.109075,-55.17665)
T2G 4C2,(34.00696666666667,-76.03566666666667)
M5X,(21.8243,-39.69085)
M5R 1J1,(21.8377,-39.69725)
H3G 1L7,(34.1226,-55.18634999999999)
H2J 2G7,(30.348133333333333,-49.05176666666667)
L5B 3T8,(21.84455,-39.8356)
M4P 2W6,(21.85365,-39.6998)
T2G 0Y8,(25.5209,-57.025)
T1Y 6L4,(44.692637500000004,-99.737375)
H2K 4L5,(22.7644,-36.782)
M1V 4Z4,(32.870374999999996,-59.468424999999996)
M5C 1N8,(29.101633333333336,-52.91729999999999)
M3C 3L2,(38.26897499999999,-69.4290125)
L1N 8P9,(21.93595,-39.46235)
T2R 0G9,(40.83308000000001,-91.25339999999998)
L6Z 2W1,(21.85495,-39.8954)
M1B 0A7,(37.536028571428574,-67.91887142857142)
M2N 6T5,(21.88405,-39.7056)
H3A 1N9,(22.7531,-36.78445)
M5S 3K5,(21.83155,-39.69315)
M6P 3L4,(38.806400000000004,-70.62013333333333)
L3Y 9B5,(22.0179,-39.73695)
L6A 3Z8,(29.235533333333333,-52.97473333333334)
L9T 5X8,(21.871,-39.92905)
L1N 9G3,(35.110519999999994,-63.12386)
H4A 2X7,(22.7355,-36.8077)
M2H 3R2,(21.90105,-39.67215)
L4Z 2A9,(21.8135,-39.82875)
T2E 4Y8,(25.53195,-57.028)
L4Y 2B7,(29.064933333333332,-53.06536666666667)
H1V 2G8,(22.77525,-36.7705)
H4A 3J2,(22.73685,-36.804)
M5V,(42.974503076923064,-78.17477999999996)
M5V 1H3,(32.735525,-59.543925)
H2P 1X3,(22.77495,-36.8147)
M3J 2E5,(35.01348,-63.57928)
L4J 3N1,(39.42587999999999,-71.52584999999999)
J4Z 1A2,(34.111275,-55.09895)
L3R 1G3,(21.91085,-39.67005)
M6S 3B3,(29.100800000000003,-52.985299999999995)
H2W 1L8,(22.758,-36.7878)
H2H 1R9,(22.76835,-36.782)
J6X 0A1,(22.86195,-36.83985)
H9H 2S6,(22.74145,-36.9331)
H3A 1S8,(39.00031428571429,-63.06345714285714)
L6J 4W3,(32.61015,-59.742125)
M4W 1B9,(32.753699999999995,-59.53725)
L4K 4Y2,(29.211533333333335,-53.0234)
H4E 3H8,(36.36474,-58.876160000000006)
""85007"",(33.312069787234044,-111.61282978723402)
T2R 1K2,(38.282174999999995,-85.561)
T3B 5H6,(25.5584,-57.102)
T2A 0R9,(34.02536666666666,-75.98866666666667)
M4P 1K5,(21.85425,-39.69565)
L4L 6A5,(21.893,-39.77785)
L4L 2S7,(21.893,-39.7954)
T2X 3S4,(40.725260000000006,-91.2492)
M8Z 5G5,(34.90088,-63.62322)
M5A 2L1,(37.426428571428566,-68.03078571428571)
T2A 4L7,(25.52275,-56.9785)
M4J 2R3,(21.848,-39.6646)
H1P 2B9,(22.7976,-36.79135)
M4G 3E4,(21.85705,-39.68895)
L3R 2W6,(21.91385,-39.6794)
M1B 6A3,(32.8516,-59.398725)
T2E 2L1,(25.54215,-57.024)
H3G 1W6,(30.3332,-49.05086666666667)
L5K 2L8,(36.2766,-66.39381666666667)
M5V 1J9,(34.9171,-63.51336)
L5C 3B1,(21.78485,-39.8276)
T2V 4J8,(42.46845,-95.10066666666665)
H4R 1J7,(30.3402,-49.12653333333333)
M9N 3K8,(21.85735,-39.7626)
M5T 1H3,(36.37743333333333,-66.16598333333333)
H2B,(22.787,-36.82445)
L4K 0B9,(29.214466666666667,-53.025933333333334)
H2L 4K3,(22.7634,-36.77725)
T2G 1W1,(25.51055,-57.0295)
L1M 1A2,(38.461687500000004,-69.0908875)
H3X 2G8,(22.7381,-36.82)
H9C 1E8,(22.74455,-36.93785)
H4A 1E3,(36.38018,-58.898480000000006)
T4A 2H5,(25.64625,-56.997)
M4S 2A5,(38.84704444444444,-70.57576666666667)
H2Y 1P6,(22.75115,-36.7795)
L3T 2C4,(38.3394375,-69.4961)
""89140"",(30.093316666666663,-96.07449999999999)
L5H 3A3,(21.76565,-39.8064)
""32258"",(16.67895,-56.081)
H7V 2S2,(22.7693,-36.867)
""36867"",(16.7242,-56.037)
L4X,(36.34491666666667,-66.31838333333333)
J7A 2G9,(30.413366666666665,-49.19786666666667)
T2H 2S3,(25.5008,-57.034)
L4K 5Z8,(21.89485,-39.76765)
T2G 5C3,(40.83622,-91.2466)
""85388"",(33.32551652173913,-111.44625217391311)
T2S 1W7,(45.93049,-102.66420000000001)
M6H 1N6,(37.42167142857143,-68.09217142857143)
T2A 6Z3,(25.5568,-57.0775)
M5J 1Y4,(21.82455,-39.6859)
L6W 4P7,(21.83085,-39.86035)
M5V 2A5,(42.52966666666665,-77.35916923076924)
J5R 2J9,(22.71005,-36.74715)
T3C 0M5,(42.53581666666667,-95.07483333333334)
M3B 0A7,(36.45735,-66.12288333333333)
M1L 4W1,(34.9792,-63.43148)
L3R 3L2,(21.91485,-39.66775)
L3R 8Z5,(37.5802,-68.01947142857144)
L4L 7Z5,(21.89985,-39.7733)
T2N 4S5,(34.0351,-76.08)
L4L 5X7,(21.89255,-39.78265)
L4Z 3L9,(39.24682,-71.68494)
M5S 1T6,(29.112133333333333,-52.9295)
M9W 4W6,(32.77595,-59.681025000000005)
M5T 1G2,(32.740825,-59.543375)
H2S 1S5,(30.356566666666666,-49.06936666666667)
H7N 5H6,(22.78065,-36.8544)
M4M 3H1,(21.8298,-39.6669)
H3A 1G6,(30.334333333333333,-49.0512)
M6P 2B3,(21.82815,-39.7273)
T2V 0B4,(25.5036,-57.039)
M6G 1H3,(21.83,-39.70875)
L1Z 0L9,(29.255466666666667,-52.67726666666667)
L4C 3C1,(37.611200000000004,-68.09007142857142)
H1S 1M2,(22.7929,-36.7899)
T1X 1E1,(34.04366666666667,-75.928)
M6E 4G7,(21.8388,-39.72465)
H2R 1P7,(22.76915,-36.8089)
L7A 0B8,(21.8335,-39.91535)
L1W 3T7,(21.9179,-39.53415)
T2A 2R1,(40.843,-91.1656)
M4C 5J7,(21.8463,-39.65605)
""891118"",(18.0405,-57.621)
T3G 3K2,(42.60795,-95.14766666666667)
H2R 1P9,(22.7694,-36.8087)
L5E,(29.0622,-53.01773333333333)
T2T 6E3,(25.5114,-57.0585)
M3J 3A6,(37.50664285714286,-68.11434285714286)
M6P 1W7,(21.82845,-39.72655)
M6C 2E3,(34.9596,-63.546800000000005)
M9N 3V3,(21.8501,-39.75555)
L4K 4S6,(21.9143,-39.74005)
L6A 3Y7,(32.890775,-59.637150000000005)
L3S 3R7,(29.22896666666667,-52.8356)
J7E 2G1,(30.4315,-49.2263)
M6P 2A2,(36.38783333333333,-66.2306)
""89179"",(32.40012,-103.7301)
H3W 2R8,(34.120175,-55.227125)
M4W 2L8,(37.43964285714286,-68.04917142857143)
L3P 1X2,(29.249666666666666,-52.84029999999999)
M5A 3L2,(21.8216,-39.6758)
L5G 1S4,(21.78395,-39.78855)
L6P 2K9,(21.8858,-39.8289)
T2E 6S8,(40.86488,-91.2098)
T3C 1C4,(34.027833333333334,-76.06333333333333)
H3C 1K6,(22.74655,-36.78215)
T3C 0A5,(25.5242,-57.068)
H8S 3R8,(22.71695,-36.84055)
M5M 3X6,(21.86195,-39.7082)
L4J 4P8,(42.39354516129033,-76.8894741935484)
H2Z 1L7,(22.75305,-36.78195)
H3H 1P4,(22.7459,-36.78935)
L4A 2S8,(37.68707142857142,-67.93947142857142)
H2L 1R3,(22.76045,-36.78135)
M5A 1K5,(21.825,-39.68395)
M4M 2K9,(21.8295,-39.6727)
M4T 1W1,(36.40146666666667,-66.1597)
M8W 3T7,(32.7004,-59.658649999999994)
T4B 1R9,(43.965399999999995,-97.71728571428572)
H2E 1C5,(22.7761,-36.80785)
L5L 5R6,(21.7585,-39.8458)
L4J 7V1,(21.9444,-39.6576)
M5T 1H9,(21.82595,-39.7017)
M4Y 1T5,(21.8346,-39.6898)
M4M 1Z9,(21.83455,-39.66765)
M4W 1L1,(37.43277142857143,-68.04722857142856)
T2L 0A1,(44.6973125,-99.834)
""93013"",(18.043,-57.568)
M2J 4Y6,(29.195466666666665,-52.902800000000006)
L4B 4W7,(29.228166666666667,-52.94313333333334)
T2G 3G3,(34.025133333333336,-76.02333333333333)
M8Y 2R2,(21.80915,-39.7497)
L6J 6X8,(38.044700000000006,-69.699825)
L5A,(34.87304,-63.69736)
M4L 3A1,(21.83525,-39.65985)
M6J 1J6,(40.00583333333334,-72.80737500000001)
M6N 3C7,(21.83535,-39.7323)
L4B 3A8,(21.9232,-39.6929)
T3K 0B8,(25.5843,-57.0455)
H3X 2K4,(22.7455,-36.8234)
M1S 5C9,(29.202566666666666,-52.85856666666666)
H2L 2C5,(30.3429,-49.03986666666666)
H1W 1R9,(30.364166666666666,-49.02923333333333)
M1V 0B4,(35.0518,-63.4345)
T2R 0Z8,(38.2806,-85.56775)
M4S 3E2,(34.96076000000001,-63.517239999999994)
T2S 1W3,(46.782275000000006,-104.56558333333335)
M8X 1C1,(34.91798,-63.60783999999999)
M6B 4J1,(21.852,-39.7322)
T2A 7P2,(25.52435,-56.9645)
J4J 3Y2,(22.76445,-36.7405)
M5T 1K4,(21.8266,-39.6916)
T2G 0C6,(34.03266666666667,-76.03966666666666)
H4C 1P2,(37.90035,-61.316166666666675)
M5A 1A7,(21.82385,-39.6757)
T2J 7C6,(33.9547,-76.04466666666666)
L4H 3L3,(21.9136,-39.7856)
H4N 1K2,(22.7667,-36.8247)
L5J 4P1,(21.75705,-39.81325)
M6C 1A4,(29.122033333333334,-52.94663333333333)
""89423"",(18.02825,-57.569)
M5T 1T1,(40.53806428571428,-73.73499285714287)
""85474"",(16.82075,-56.1795)
L4L 3B1,(21.8943,-39.77425)
T2B 3P9,(25.50645,-56.99)
L6Z 2S1,(36.428666666666665,-66.4836)
T2Z 4G9,(25.472,-56.986)
H8T 3A8,(22.7296,-36.8619)
H1J 3A1,(22.8108,-36.77945)
H4C 2X1,(30.3169,-49.057566666666666)
M5R 1J3,(36.39566666666667,-66.16293333333333)
L6R 0W3,(21.87545,-39.86985)
L5G 2T2,(29.034333333333333,-53.0562)
L4H 4G1,(21.9209,-39.7864)
H2S 2K6,(22.7684,-36.80135)
T1X 0P7,(38.273575,-85.381)
M6M 4R8,(21.84515,-39.7495)
T4B 3M2,(45.58886666666667,-101.34588888888888)
L4X 1V1,(21.83145,-39.79325)
M4E 1H3,(21.83685,-39.64095)
M2N 3K5,(21.884,-39.70135)
H1E 3N1,(22.81715,-36.79695)
M5V 2A3,(21.82455,-39.69795)
M6K 3H5,(29.091400000000004,-52.948566666666665)
L4J 1W2,(35.05282,-63.53964)
M6A 2S9,(29.143966666666667,-52.9701)
M5E 1P8,(29.099266666666665,-52.91653333333333)
